frequency_auc,k_on,master_seed,matched_pair_misordering,mean_active_increment,mean_coalition_score,mean_inactive_increment,mean_normal_score,mean_score_gap,mean_signed_increment,realized_R_exp,realized_p_on,requested_R_exp,requested_p_on,score_auc
0.00031749999999996505,120,27001,0.005,0.030592822647968313,3.6619608709618077,0.0004165552606120311,2.4667251612211936,1.195235709740614,0.01546696862005598,0.7486043407169153,0.49875,0.75,0.5,0.9956090000000001
0.0004762500000000114,100,27001,0.13,0.022883224766817385,2.772302680499927,0.0005962005841124257,2.2489800524477404,0.5233226280521865,0.014096565482785955,0.7576726472669532,0.60575,0.75,0.6,0.8809125
0.00048045000000001225,86,27001,0.3715,0.018267494745847865,2.2135454083333688,0.00042118966486692305,2.0741412527082286,0.1394041556251402,0.012993911594417998,0.7578227433753676,0.7045,0.75,0.7,0.630648
0.0007078125000000331,75,27001,0.64,0.01400150005290659,1.7174590002396546,0.0008544743416985146,1.850107050717017,-0.1326480504773624,0.01160545461703892,0.7671318290993201,0.81775,0.75,0.8,0.36763
0.0006203625000000412,67,27001,0.783,0.011345095842339566,1.3838010477256049,0.000673383149693693,1.6571562601991616,-0.27335521247355676,0.010387309628174598,0.7628228199869229,0.91025,0.75,0.9,0.2241756
0.0003249999999999642,60,27001,0.8475,0.009475613665034632,1.137073639804156,nan,1.5103160511860059,-0.37324241138184977,0.009475613665034632,0.7504805420720955,1.0,0.75,1.0,0.15660650000000004
0.6967249999999999,800,27001,0.0,0.2183788713464623,36.25089264351275,0.00021240795501591657,3.6371303935036754,32.613762250009074,0.02284717853187848,1.0381647498663988,0.10375,1.0,0.1,1.0
0.56668,400,27001,0.0,0.13047741797461493,21.11124622829269,0.00022290255188476667,4.23947012164082,16.87177610665187,0.026566878296131944,1.0118979308938756,0.20225,1.0,0.2,1.0
0.61180395,267,27001,0.0,0.08767521014740946,14.314775398372618,0.00029441047471431223,4.3059705929065455,10.008804805466072,0.027011089974640853,1.021094444536517,0.30575,1.0,0.3,1.0
0.5355500000000001,200,27001,0.0,0.06301953266579643,10.133540852660065,0.00036700730377154555,4.0734977602332005,6.060043092426865,0.02555332249930555,1.005643926376608,0.402,1.0,0.4,1.0
