horizon,raw_mean,raw_ci_lower,raw_ci_upper,centered_mean,centered_ci_lower,centered_ci_upper
1993,90.2917095272453,89.9902,90.59217,-0.038412928050976174,-0.33803245,0.26450935
1994,90.33801829997545,90.03707,90.63627,-0.037607638552406834,-0.33646446,0.2653866
1995,90.38575371054213,90.08523,90.684845,-0.03514704461681515,-0.33227172,0.26688054
1996,90.43777701742319,90.14004,90.73491,-0.028478137822468285,-0.32395855,0.27099195
1997,90.48490449759505,90.18547,90.784874,-0.026759544705293552,-0.3247875,0.2746462
1998,90.53082310352004,90.230896,90.82899,-0.026115726392251817,-0.32350674,0.2753368
1999,90.576147639586,90.277084,90.87278,-0.026072473082666855,-0.32330346,0.27365875
2000,90.62295918879842,90.323555,90.92051,-0.024642777754327737,-0.3222474,0.2766856
2001,90.66980094766355,90.367676,90.9681,-0.02320068561148949,-0.32139322,0.27962258
2002,90.71631519480111,90.41413,91.01543,-0.02216405141852677,-0.32013625,0.27987707
2003,90.76766467045293,90.465096,91.06812,-0.01635680428768667,-0.31541884,0.28781053
2004,90.81133798542606,90.5079,91.11209,-0.01789197547090777,-0.31681353,0.28596288
2005,90.85624466763532,90.55342,91.15604,-0.018329390454734647,-0.31648487,0.28503838
2006,90.89795403218409,90.59517,91.19795,-0.021666031922079377,-0.32005656,0.28052855
2007,90.94211316843673,90.64005,91.240585,-0.02277261992955239,-0.32021537,0.27852342
2008,90.98351145569674,90.68086,91.28252,-0.026608227186743428,-0.32494846,0.27444533
2009,91.02958558425121,90.72689,91.327736,-0.026019882488660516,-0.32461342,0.2763674
2010,91.06940540803758,90.76582,91.36738,-0.03139722337869704,-0.32997176,0.2703933
2011,91.10966399473922,90.8038,91.41018,-0.03651134570387409,-0.337397,0.26878455
2012,91.15823903505182,90.85489,91.45728,-0.03342606446134775,-0.33309108,0.2720138
2013,91.20383777953217,90.90058,91.504486,-0.033093309630088365,-0.3324065,0.27121153
2014,91.24542569399858,90.94218,91.54534,-0.036747996162556994,-0.3358544,0.26708424
2015,91.28910385035852,90.98574,91.58809,-0.03817112803529398,-0.33588684,0.26453125
2016,91.33706884685986,91.03332,91.636604,-0.035618940046666867,-0.33441448,0.2672186
2017,91.3806856948674,91.07587,91.680984,-0.037651249156240706,-0.33619845,0.2668662
2018,91.42726340691871,91.12063,91.72973,-0.0366514029010754,-0.3368563,0.26960835
2019,91.47144119503443,91.161766,91.77721,-0.03764897495469978,-0.3396475,0.27104023
2020,91.52209390529953,91.21231,91.82907,-0.03231320175989217,-0.33744684,0.2776894
2021,91.5706655041404,91.26143,91.8781,-0.02901507361801474,-0.33370292,0.27936646
2022,91.61320044021302,91.30295,91.92051,-0.03197803156005189,-0.33613566,0.27742013
2023,91.65903016218525,91.34954,91.963486,-0.03163889950221378,-0.33617595,0.27827007
2024,91.7053119934179,91.396416,92.01188,-0.03062798326684869,-0.33367777,0.27909595
