requested_R_exp,requested_p_on,n_seeds,realized_R_exp_mean,realized_R_exp_ci_lower,realized_R_exp_ci_upper,realized_R_exp_n_finite,realized_R_exp_status,realized_p_on_mean,realized_p_on_ci_lower,realized_p_on_ci_upper,realized_p_on_n_finite,realized_p_on_status,mean_signed_increment_mean,mean_signed_increment_ci_lower,mean_signed_increment_ci_upper,mean_signed_increment_n_finite,mean_signed_increment_status,mean_active_increment_mean,mean_active_increment_ci_lower,mean_active_increment_ci_upper,mean_active_increment_n_finite,mean_active_increment_status,mean_inactive_increment_mean,mean_inactive_increment_ci_lower,mean_inactive_increment_ci_upper,mean_inactive_increment_n_finite,mean_inactive_increment_status,mean_score_gap_mean,mean_score_gap_ci_lower,mean_score_gap_ci_upper,mean_score_gap_n_finite,mean_score_gap_status,frequency_auc_mean,frequency_auc_ci_lower,frequency_auc_ci_upper,frequency_auc_n_finite,frequency_auc_status,score_auc_mean,score_auc_ci_lower,score_auc_ci_upper,score_auc_n_finite,score_auc_status,matched_pair_misordering_mean,matched_pair_misordering_ci_lower,matched_pair_misordering_ci_upper,matched_pair_misordering_n_finite,matched_pair_misordering_status
1.0,0.4,30,0.9997353978912872,0.9929776060984178,1.0062251080474338,30,ok,0.39989999999999987,0.3972414583333333,0.40248354166666667,30,ok,0.02517273750693808,0.02502446257961159,0.02531641925811509,30,ok,0.06279608559297792,0.06256212343541467,0.06304513369430421,30,ok,0.00010515013027211358,-1.0345737258492993e-05,0.00022140307386719622,30,ok,6.020917903502291,5.982853176083666,6.0565151733150655,30,ok,0.5035939166666666,0.4703489,0.5362125125,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.0,0.5,30,1.002168117643447,0.9966661564335365,1.0078001200152047,30,ok,0.5010916666666667,0.4982414583333333,0.503925,30,ok,0.02351438492741178,0.023385626746875235,0.02364720604174058,30,ok,0.046849591481027214,0.04659074620708778,0.04710772936050041,30,ok,8.103965067825693e-05,-7.104730781235134e-05,0.0002277136045441663,30,ok,3.753623281377519,3.726417049073407,3.7812110542953334,30,ok,0.5154239666666667,0.4875373700000001,0.5439328725,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.0,0.6,30,1.000505273136959,0.9961394046709614,1.0049192004104428,30,ok,0.6018166666666666,0.5992247916666665,0.6045333333333335,30,ok,0.021636857782634307,0.02150231340217228,0.02177257832934166,30,ok,0.035914683696965474,0.035721985335149746,0.036111093807397805,30,ok,5.714287611183262e-05,-0.0001000765815928801,0.0002050241229892328,30,ok,2.2912382077583677,2.2727584933625082,2.3093720514521348,30,ok,0.50697349625,0.48570427747916667,0.5296434511041666,30,ok,0.9999628399999998,0.9999483499375,0.9999748917083334,30,ok,5e-05,0.0,0.00011666666666666667,30,ok
1.0,0.7,30,0.9973193447788185,0.9938058210910489,1.0007905101960273,30,ok,0.6998833333333334,0.6973997916666664,0.7023583333333333,30,ok,0.019868593486672168,0.019741586574591574,0.019987879322752474,30,ok,0.0283777795274854,0.028196362006570965,0.028547466764016247,30,ok,2.7240046569454686e-05,-0.0001350492416202935,0.00017907822090920518,30,ok,1.35286610324779,1.34240425145401,1.363220969262805,30,ok,0.4909981124999999,0.4728546085208334,0.5082931797291667,30,ok,0.9939663449999999,0.9930718383333336,0.9947223849166668,30,ok,0.005916666666666668,0.005000000000000001,0.006966666666666667,30,ok
1.0,0.8,30,1.0012574078259227,0.998316105835688,1.0043778138860429,30,ok,0.8010166666666666,0.7986333333333333,0.8035416666666665,30,ok,0.018381573948997417,0.01825513609818611,0.018514092962859094,30,ok,0.022937554476066102,0.022770479820001358,0.023116144762822963,30,ok,4.6843688739487174e-05,-0.00015455829204841226,0.00023620271385961113,30,ok,0.736907097068697,0.7296819973336495,0.7447600817706868,30,ok,0.510920875,0.4962586104166667,0.5266151770833334,30,ok,0.9257850833333333,0.9212812083333334,0.93012971875,30,ok,0.07383333333333333,0.06843333333333333,0.07913333333333333,30,ok
1.0,0.9,30,1.0023121558967962,1.0004430668734983,1.0042573701833692,30,ok,0.9009666666666665,0.89925,0.9027916666666667,30,ok,0.017094136900475742,0.01695795229093179,0.017220570734289998,30,ok,0.018960368173724994,0.01879643739644159,0.01910644825725993,30,ok,0.00012660269532779197,-0.00010572705274789532,0.00034133386501895873,30,ok,0.3097435430129742,0.3053855874482375,0.3142081425211734,30,ok,0.5165618558333332,0.50677499453125,0.5266522747604166,30,ok,0.7421844208333332,0.7369162068125003,0.7473963310208332,30,ok,0.25673333333333337,0.25055,0.2629004166666667,30,ok
1.0,1.0,30,0.9999870723742996,0.9997570559348108,1.0002051845391655,30,ok,1.0,1.0,1.0,30,ok,0.01583230455990079,0.015688929681673666,0.01596378375988607,30,ok,0.01583230455990079,0.015692308186098795,0.01596334832687377,30,ok,,,,0,not_applicable,0.0037090660550327392,0.0027948548476925033,0.004652325094664272,30,ok,0.5049033333333334,0.5036724583333333,0.5061416666666666,30,ok,0.5067470666666668,0.5039184750000001,0.50952225,30,ok,0.48965000000000003,0.4858166666666666,0.49343375,30,ok
1.25,0.1,30,1.2527836507468775,1.2291997500959932,1.2755731806186008,30,ok,0.10022500000000001,0.09837499999999998,0.102025,30,ok,0.0248868886225937,0.02440394390183057,0.02536728493428729,30,ok,0.24784899864044369,0.24738123618293487,0.24831807397097347,30,ok,5.1452491329328624e-05,-4.196651746996855e-05,0.00014397219638046966,30,ok,45.701821808632836,44.84439581052777,46.54148461789301,30,ok,0.9933770833333333,0.9869688229166665,0.9980316770833332,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.25,0.2,30,1.2452925896640668,1.233083324021366,1.2573225072488934,30,ok,0.19925,0.19738333333333333,0.20115020833333339,30,ok,0.03146725259224851,0.031137679942198116,0.03179538088975677,30,ok,0.15768283260827606,0.15732373160481325,0.15802867901504783,30,ok,6.367541921902121e-05,-4.025369481733924e-05,0.00016379163780932106,30,ok,26.38480429339187,26.14809473255176,26.620081676740586,30,ok,0.9978639583333333,0.9968670260416664,0.9987206354166666,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.25,0.3,30,1.2476563985677416,1.2373698909930864,1.2580388583324842,30,ok,0.2997416666666667,0.29719166666666663,0.30224999999999996,30,ok,0.03316200755683333,0.032885384443814426,0.03343569958020616,30,ok,0.11045640142905093,0.11011911749474122,0.11079595130063546,30,ok,8.043695866649004e-05,-2.682510258795421e-05,0.00018694216517943626,30,ok,16.74752527486948,16.618219919595276,16.87556971066465,30,ok,0.9982671904166665,0.9973883625,0.9989790259270832,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.25,0.4,30,1.2496692473641091,1.241332320649058,1.2575096337490212,30,ok,0.39989999999999987,0.39719166666666667,0.40246666666666664,30,ok,0.03281000793560535,0.03259858573984573,0.033012422634534445,30,ok,0.08189158766268308,0.08166150371859122,0.08211610778114703,30,ok,0.00010515013027211358,-1.3945970925139415e-05,0.00022046356660933308,30,ok,11.129155638045779,11.057126575611434,11.19815962662537,30,ok,0.9986842708333333,0.9981008333333333,0.9991814583333333,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.25,0.5,30,1.2527101470543087,1.2458479556253605,1.2599438128675622,30,ok,0.5010916666666667,0.4982833333333333,0.503925,30,ok,0.03151248708463852,0.03138195971194928,0.031643757772672164,30,ok,0.06281321608881467,0.06254021957235124,0.06307262174149643,30,ok,8.103965067825693e-05,-7.318283205781821e-05,0.0002281735290927953,30,ok,7.551795517451684,7.515737398899484,7.588539899159346,30,ok,0.9990398333333333,0.99872639375,0.9993018354166666,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.25,0.6,30,1.2562735384501664,1.2509178597466257,1.2618381219955717,30,ok,0.6018166666666666,0.5992,0.6045916666666665,30,ok,0.029856614766644283,0.029714719923547513,0.030000256621998372,30,ok,0.04957446421237257,0.049355491491247544,0.049788785112363315,30,ok,5.714287611183262e-05,-9.779245611988579e-05,0.00020991164885949203,30,ok,5.19232563412618,5.164598245123568,5.219802812763177,30,ok,0.99922789375,0.9990581366354166,0.9993864161145835,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.25,0.7,30,1.2510233886260618,1.246632065859535,1.255276070496255,30,ok,0.6998833333333334,0.6973166666666668,0.7023168750000002,30,ok,0.027911944352361658,0.02777730894024818,0.02804336407548009,30,ok,0.03987052589244403,0.03967002879898467,0.04006969764604164,30,ok,2.7240046569454686e-05,-0.00013139528601037519,0.00018032183972965536,30,ok,3.5194962619808794,3.500754848875008,3.537844319861185,30,ok,0.9991275854166667,0.9989409345729169,0.9992913844895835,30,ok,0.9999999175,0.9999997525000001,1.0,30,ok,0.0,0.0,0.0,30,ok
1.25,0.8,30,1.2515717597824032,1.247952448428328,1.2554794173882926,30,ok,0.8010166666666666,0.7986249999999999,0.8035666666666665,30,ok,0.02612017262141549,0.02599117768226363,0.026255457981251132,30,ok,0.03259883015362655,0.03241918095723143,0.03278059666530766,30,ok,4.6843688739487174e-05,-0.00015283334907845666,0.000234258025697443,30,ok,2.3537548600847704,2.3436183517920877,2.3647886182802216,30,ok,0.999166875,0.9990385351562499,0.9992914596354164,30,ok,0.9999155208333333,0.9998818750000001,0.9999450000000001,30,ok,8.333333333333333e-05,1.6666666666666667e-05,0.00015000000000000001,30,ok
1.25,0.9,30,1.2500747112870154,1.2477275102170275,1.252612730686925,30,ok,0.9009666666666665,0.8992499999999999,0.9027833333333333,30,ok,0.024459035981471186,0.02430507284468371,0.024606073122870612,30,ok,0.02713489636961063,0.026952832063526045,0.027310203883888873,30,ok,0.00012660269532779197,-0.00010593657443715214,0.0003336530975072158,30,ok,1.5195101454998283,1.5096261756120624,1.5284469919467776,30,ok,0.9991585033333334,0.9990417078958334,0.9992711575208332,30,ok,0.9944576366666665,0.9933270657916667,0.9954405265624999,30,ok,0.005600000000000002,0.004466666666666668,0.006883333333333335,30,ok
1.25,1.0,30,1.2499838404678745,1.249689854803945,1.2502526199581678,30,ok,1.0,1.0,1.0,30,ok,0.02300828352068429,0.022860182510895298,0.023156894954323142,30,ok,0.02300828352068429,0.022860252857104062,0.023153338344875474,30,ok,,,,0,not_applicable,0.9256420803698558,0.919641086864872,0.9314850016343474,30,ok,0.9991916666666666,0.9991183333333332,0.9992599999999998,30,ok,0.9508144166666667,0.9473508312500001,0.9541893833333333,30,ok,0.04855,0.04523333333333334,0.05178375,30,ok
1.5,0.1,30,1.5033403808962533,1.475607606308987,1.529662735623095,30,ok,0.10022500000000001,0.09841666666666665,0.10201666666666666,30,ok,0.027270164680743027,0.02675686004997609,0.027784022440353304,30,ok,0.2716485322422615,0.27120610269527046,0.2720776466081908,30,ok,5.1452491329328624e-05,-4.123979025462112e-05,0.00014415144029268767,30,ok,60.976599527426764,59.912420962570586,62.0585267805768,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.2,30,1.49435110759688,1.4800563386276087,1.5085832056548958,30,ok,0.19925,0.1973000000000001,0.201175,30,ok,0.03605337468670284,0.035678906446990434,0.03643179449048642,30,ok,0.18069355813944332,0.18031148617043363,0.1810516288801062,30,ok,6.367541921902121e-05,-4.090419197681753e-05,0.00016795823973715348,30,ok,37.43738699057157,37.07016684793805,37.79032970086564,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.3,30,1.498686364645936,1.486180061298671,1.5110810676139181,30,ok,0.2997416666666667,0.297308125,0.30224166666666663,30,ok,0.039258474338299945,0.038916100611468565,0.039597540998747884,30,ok,0.13079109606000364,0.13050922319833805,0.13107200455198292,30,ok,8.043695866649004e-05,-2.7366832410384716e-05,0.0001859852890402009,30,ok,25.085491269335066,24.884916870956683,25.285840170766107,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.4,30,1.4996030968369312,1.489192040990251,1.50929586216165,30,ok,0.39989999999999987,0.3971916666666667,0.4024666666666666,30,ok,0.03990106186762921,0.03968690624785555,0.04010332962371149,30,ok,0.09962796158436386,0.09937540409024104,0.09987602528377194,30,ok,0.00010515013027211358,-1.3782126065611646e-05,0.00022078989976974348,30,ok,17.524767502287105,17.428173779788125,17.614363316814913,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.5,30,1.5032521764651707,1.4950876037535397,1.511760494706335,30,ok,0.5010916666666667,0.4983,0.503875,30,ok,0.0390971092767849,0.038896599945206375,0.039300814974604276,30,ok,0.07794638091239725,0.0776762631672009,0.07822264748967324,30,ok,8.103965067825693e-05,-6.834785060611834e-05,0.00023098371578412542,30,ok,12.497891946141605,12.42811628739491,12.568296912533144,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.6,30,1.5045192077247502,1.4980795971618952,1.5111366121921974,30,ok,0.6018166666666666,0.5991747916666668,0.6045916666666665,30,ok,0.0377865193732218,0.037609238564669974,0.037963556721706336,30,ok,0.06275007722651832,0.06252730921027154,0.06297331807876236,30,ok,5.714287611183262e-05,-0.00010038738001222038,0.00020791359277367856,30,ok,9.065291348074899,9.017605843405446,9.11098134180611,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.7,30,1.4959790171682277,1.490696575312052,1.501136993054588,30,ok,0.6998833333333334,0.6973916666666667,0.7023666666666665,30,ok,0.03582196376149814,0.035661278820705924,0.03597609842004257,30,ok,0.051171724563947064,0.05097951793818626,0.05136224082849312,30,ok,2.7240046569454686e-05,-0.000131514363777283,0.00017857106568870242,30,ok,6.522733781924976,6.492465005271969,6.553624883896334,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.8,30,1.5018861117388838,1.497419114532448,1.5065058237879683,30,ok,0.8010166666666666,0.7987,0.8034999999999999,30,ok,0.03420881528325946,0.03408439419734281,0.034338695030268686,30,ok,0.04269638232270789,0.04252655197145269,0.0428643288554989,30,ok,4.6843688739487174e-05,-0.00015340148999990277,0.00023652974473124352,30,ok,4.792641368940337,4.774714452933978,4.81101527733049,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
1.5,0.9,30,1.4978372666772344,1.4949400546155824,1.5008168157039243,30,ok,0.9009666666666665,0.8992333333333332,0.9027666666666666,30,ok,0.03235553351586333,0.032215427334283654,0.03248666352244862,30,ok,0.03589917242555211,0.03573417905952324,0.03605869565606257,30,ok,0.00012660269532779197,-9.705388019581774e-05,0.0003369737856383558,30,ok,3.433562335070091,3.4182284185862835,3.4480557985360623,30,ok,1.0,1.0,1.0,30,ok,0.9999990508333334,0.9999983841666668,0.9999996008541668,30,ok,0.0,0.0,0.0,30,ok
1.5,1.0,30,1.49998060856145,1.4996387405757132,1.5003075703348203,30,ok,1.0,1.0,1.0,30,ok,0.03068864106284832,0.03054621596229147,0.03083023113258516,30,ok,0.03068864106284832,0.030546937926972693,0.03082939111306403,30,ok,,,,0,not_applicable,2.461853634768623,2.4507421180457376,2.4735971791462656,30,ok,1.0,1.0,1.0,30,ok,0.9999181666666667,0.9998904658333332,0.9999414674999999,30,ok,0.0001,1.6666666666666667e-05,0.00020000000000000004,30,ok
2.0,0.1,30,2.004453841195004,1.9677290777281686,2.040475901848691,30,ok,0.10022500000000001,0.09838333333333334,0.10200833333333333,30,ok,0.030841176686123798,0.030244382218981316,0.03141943625921948,30,ok,0.30726149595019614,0.30687519182598977,0.30764159121437323,30,ok,5.1452491329328624e-05,-4.3045078762707516e-05,0.00014496196105660082,30,ok,93.61190454746466,91.91465772053432,95.28876456464809,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.2,30,1.9924681434625067,1.9738619149466659,2.011851208922352,30,ok,0.19925,0.1973164583333333,0.201175,30,ok,0.04355515894193093,0.04310170561697063,0.043993662406031066,30,ok,0.21834569684584554,0.21796136908280567,0.2187083540107509,30,ok,6.367541921902121e-05,-4.360927620011405e-05,0.00016576995366646724,30,ok,62.641023435478154,62.03849866219075,63.24275850768355,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.3,30,1.996999580890709,1.9799513628355665,2.0132564229883205,30,ok,0.2997416666666667,0.2972666666666666,0.3022085416666667,30,ok,0.049722660245640135,0.04930892613919949,0.05013404244920183,30,ok,0.16570294406556932,0.1654484497054169,0.1659653930948897,30,ok,8.043695866649004e-05,-2.8180897961934323e-05,0.0001856278338253872,30,ok,44.99450814005263,44.628065889874705,45.349902847988865,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.4,30,1.9994707957825744,1.985685061500019,2.012225711371946,30,ok,0.39989999999999987,0.397208125,0.40241687499999995,30,ok,0.052402538067659245,0.05208902474690704,0.05268541266746883,30,ok,0.1308889864129407,0.13060100239502906,0.13119050694642553,30,ok,0.00010515013027211358,-1.1663741238808856e-05,0.00022092972217923593,30,ok,33.49401922575492,33.293542760132354,33.68357112066755,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.5,30,2.004336235286894,1.9934766678020948,2.015634310559805,30,ok,0.5010916666666667,0.4983331249999999,0.5039666666666667,30,ok,0.053190163805293844,0.05292260490258486,0.05346099295241171,30,ok,0.10607023633902662,0.10584853251602148,0.10629586200632865,30,ok,8.103965067825693e-05,-6.765905375254325e-05,0.00022643757997571975,30,ok,25.51273190538503,25.38162551433933,25.647214337503012,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.6,30,2.008533142312542,1.9999195232793225,2.017397739050629,30,ok,0.6018166666666666,0.5992331249999998,0.6044583333333334,30,ok,0.052975707900953455,0.05274980733890239,0.053201264229650415,30,ok,0.08798858832068165,0.087805636878107,0.08815861464190672,30,ok,5.714287611183262e-05,-0.00010103818389992837,0.0002060181126777245,30,ok,19.807774137601633,19.720917029665987,19.897188362301254,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.7,30,2.0033871048627145,1.9962489751665164,2.010302570182186,30,ok,0.6998833333333334,0.6973666666666668,0.702325,30,ok,0.05171920236551302,0.05153752247479558,0.05189437330615334,30,ok,0.0738866364911544,0.07367856992367626,0.0740994254499506,30,ok,2.7240046569454686e-05,-0.0001316476649354713,0.00017939121614632197,30,ok,15.41653338850737,15.361385009548092,15.47251527624829,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.8,30,2.0025148156518453,1.9965802273068805,2.00872838047649,30,ok,0.8010166666666666,0.7986247916666664,0.803516875,30,ok,0.050228242206336704,0.05006899197938709,0.05039448388818233,30,ok,0.06269558193687036,0.06249658329881196,0.06290406191464856,30,ok,4.6843688739487174e-05,-0.00015082817717035183,0.00024241167877475385,30,ok,12.059402129736789,12.019668373355179,12.101138139590608,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,0.9,30,2.0046243117935925,2.0008199330025347,2.0085222493609387,30,ok,0.9009666666666665,0.8992497916666665,0.9027833333333333,30,ok,0.048683696053772936,0.0485181161867966,0.04885396610293082,30,ok,0.0540221660744702,0.05383104949254509,0.05421556990872788,30,ok,0.00012660269532779197,-0.00010002108363300784,0.0003397977856800746,30,ok,9.547586809606225,9.513938175363192,9.581210797478844,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
2.0,1.0,30,1.9999741447485992,1.9995074695501847,2.0004035354513037,30,ok,1.0,1.0,1.0,30,ok,0.04665967422375371,0.046486047544483156,0.046823862039064246,30,ok,0.04665967422375371,0.046487721178662476,0.046825287366706984,30,ok,,,,0,not_applicable,7.475313175800532,7.447000030694199,7.501716755203393,30,ok,1.0,1.0,1.0,30,ok,1.0,1.0,1.0,30,ok,0.0,0.0,0.0,30,ok
