horizon,empirical_gap_mean,empirical_gap_ci_lower,empirical_gap_ci_upper,predicted_gap_mean,predicted_gap_ci_lower,predicted_gap_ci_upper,pair_error_mean,pair_error_ci_lower,pair_error_ci_upper
1873,7.8734122261169865,7.722244,8.023158,7.829945224154705,7.7928333,7.868859,0.0,0.0,0.0
1874,7.878091819077494,7.726903,8.026836,7.834125654066159,7.7969937,7.87306,0.0,0.0,0.0
1875,7.882127999657234,7.731081,8.031159,7.838306083977615,7.8011546,7.877261,0.0,0.0,0.0
1876,7.888330666104139,7.7377777,8.036836,7.84248651388907,7.805315,7.8814626,0.0,0.0,0.0
1877,7.8925958890526315,7.742618,8.041013,7.846666943800522,7.809476,7.8856635,0.0,0.0,0.0
1878,7.898257511511612,7.747399,8.047035,7.8508473737119795,7.8136363,7.889865,0.0,0.0,0.0
1879,7.90218625015177,7.752705,8.050073,7.855027803623434,7.817797,7.8940663,0.0,0.0,0.0
1880,7.903667240202898,7.7540865,8.0519,7.859208233534891,7.8219576,7.8982673,0.0,0.0,0.0
1881,7.907485784201512,7.75782,8.055377,7.863388663446344,7.8261185,7.9024687,0.0,0.0,0.0
1882,7.9090616128574025,7.759449,8.056958,7.867569093357798,7.830279,7.9066696,0.0,0.0,0.0
1883,7.917443974186489,7.7673955,8.064756,7.871749523269254,7.8344393,7.910871,0.0,0.0,0.0
1884,7.921459705354762,7.7713103,8.069252,7.875929953180708,7.8386,7.915072,0.0,0.0,0.0
1885,7.926193689350642,7.774617,8.0756235,7.880110383092159,7.8427606,7.9192734,0.0,0.0,0.0
1886,7.927417711501613,7.7756133,8.077401,7.884290813003617,7.8469214,7.923475,0.0,0.0,0.0
1887,7.931924753393277,7.7800813,8.081758,7.88847124291507,7.851082,7.9276757,0.0,0.0,0.0
1888,7.936080324516715,7.784597,8.086422,7.892651672826525,7.8552427,7.931877,0.0,0.0,0.0
1889,7.940447411815397,7.788326,8.090992,7.896832102737982,7.859403,7.936078,0.0,0.0,0.0
1890,7.943341195865426,7.791119,8.093926,7.9010125326494345,7.863564,7.9402795,0.0,0.0,0.0
1891,7.946715127543398,7.795449,8.096396,7.905192962560889,7.8677244,7.9444804,0.0,0.0,0.0
1892,7.9493966864165895,7.7981215,8.098827,7.909373392472345,7.871885,7.948682,0.0,0.0,0.0
1893,7.953515605736072,7.8016586,8.102793,7.913553822383799,7.8760457,7.952883,0.0,0.0,0.0
1894,7.95861946768152,7.805716,8.108935,7.917734252295256,7.880206,7.957084,0.0,0.0,0.0
1895,7.961987242001367,7.808884,8.113774,7.921914682206707,7.884367,7.9612856,0.0,0.0,0.0
1896,7.969117014531148,7.8156686,8.120636,7.926095112118163,7.8885274,7.9654865,0.0,0.0,0.0
1897,7.974894032603995,7.821127,8.126471,7.9302755420296185,7.8926883,7.969688,0.0,0.0,0.0
1898,7.977626727370404,7.823514,8.128744,7.934455971941074,7.8968487,7.973889,0.0,0.0,0.0
1899,7.979765593934352,7.8259506,8.130794,7.938636401852528,7.9010096,7.9780903,0.0,0.0,0.0
1900,7.985138497378089,7.8312006,8.135822,7.942816831763983,7.90517,7.982291,0.0,0.0,0.0
1901,7.989880641844524,7.8354864,8.141712,7.946997261675439,7.9093304,7.9864926,0.0,0.0,0.0
1902,7.993592362486031,7.83806,8.145212,7.951177691586892,7.9134912,7.990694,0.0,0.0,0.0
1903,7.998301908608939,7.842332,8.150252,7.955358121498347,7.9176517,7.994895,0.0,0.0,0.0
1904,8.006202819045848,7.849106,8.158918,7.959538551409801,7.9218125,7.9990964,0.0,0.0,0.0
1905,8.012425939902693,7.85494,8.165206,7.963718981321255,7.925973,8.003298,0.0,0.0,0.0
1906,8.018031417444712,7.862892,8.169561,7.967899411232708,7.930134,8.007499,0.0,0.0,0.0
1907,8.019748588362534,7.864264,8.17162,7.972079841144165,7.934294,8.011701,0.0,0.0,0.0
1908,8.024613964304368,7.868939,8.176155,7.9762602710556205,7.938455,8.015902,0.0,0.0,0.0
1909,8.028525842116492,7.873519,8.179646,7.980440700967075,7.9426155,8.0201025,0.0,0.0,0.0
1910,8.032807710202933,7.877579,8.184365,7.984621130878529,7.946776,8.024304,0.0,0.0,0.0
1911,8.037504185892452,7.8818793,8.189001,7.988801560789986,7.950937,8.028505,0.0,0.0,0.0
1912,8.039819663446913,7.8841753,8.19122,7.992981990701439,7.955097,8.032706,0.0,0.0,0.0
1913,8.044848010412887,7.887765,8.197029,7.997162420612894,7.959258,8.036907,0.0,0.0,0.0
1914,8.048620846366186,7.892075,8.201088,8.001342850524349,7.9634185,8.041109,0.0,0.0,0.0
1915,8.057040908697436,7.8999596,8.209968,8.005523280435805,7.9675794,8.04531,0.0,0.0,0.0
1916,8.061953690690252,7.905392,8.215142,8.009703710347258,7.97174,8.049511,0.0,0.0,0.0
1917,8.067156178747855,7.9111843,8.219564,8.013884140258712,7.9759007,8.053713,0.0,0.0,0.0
1918,8.071663692305027,7.9159894,8.224273,8.018064570170168,7.980061,8.057914,0.0,0.0,0.0
1919,8.075601745706305,7.9189186,8.228835,8.022245000081623,7.9842215,8.062115,0.0,0.0,0.0
1920,8.080613009539793,7.924473,8.233367,8.026425429993077,7.9883823,8.066316,0.0,0.0,0.0
1921,8.08286692804018,7.9259033,8.235666,8.030605859904531,7.9925427,8.070518,0.0,0.0,0.0
1922,8.086894851201743,7.930453,8.239577,8.034786289815987,7.9967036,8.074718,0.0,0.0,0.0
1923,8.091753109905394,7.936027,8.243894,8.038966719727439,8.000864,8.078919,0.0,0.0,0.0
1924,8.095891474176373,7.939241,8.248691,8.043147149638896,8.005024,8.083121,0.0,0.0,0.0
1925,8.097769592905575,7.9417386,8.249874,8.04732757955035,8.009185,8.087322,0.0,0.0,0.0
1926,8.10291515480984,7.9473267,8.254685,8.051508009461806,8.013346,8.091523,0.0,0.0,0.0
1927,8.107758314669352,7.952516,8.258846,8.055688439373263,8.017506,8.095724,0.0,0.0,0.0
1928,8.111293133825399,7.9563184,8.261936,8.059868869284717,8.021667,8.099926,0.0,0.0,0.0
1929,8.11733602854592,7.963576,8.268042,8.06404929919617,8.025827,8.104127,0.0,0.0,0.0
1930,8.125821752815868,7.970528,8.27836,8.068229729107625,8.029988,8.108328,0.0,0.0,0.0
1931,8.1325673163693,7.977028,8.285029,8.07241015901908,8.034148,8.11253,0.0,0.0,0.0
1932,8.133215965606631,7.97758,8.285923,8.076590588930534,8.038309,8.116731,0.0,0.0,0.0
1933,8.13859838323431,7.982987,8.291041,8.08077101884199,8.04247,8.120932,0.0,0.0,0.0
1934,8.141876792885196,7.9862995,8.294276,8.084951448753442,8.046631,8.125133,0.0,0.0,0.0
1935,8.146187581906524,7.990166,8.2987585,8.0891318786649,8.050791,8.129334,0.0,0.0,0.0
1936,8.149575092551393,7.992939,8.302603,8.093312308576351,8.054952,8.133535,0.0,0.0,0.0
1937,8.155475141257567,8.000039,8.308591,8.097492738487809,8.059113,8.137736,0.0,0.0,0.0
1938,8.159321833390258,8.004773,8.311616,8.101673168399264,8.063272,8.141938,0.0,0.0,0.0
1939,8.163260905593585,8.008212,8.316266,8.105853598310715,8.067433,8.146139,0.0,0.0,0.0
1940,8.16768997854097,8.012288,8.320445,8.110034028222172,8.071594,8.15034,0.0,0.0,0.0
1941,8.171231868501426,8.01555,8.32499,8.114214458133628,8.075755,8.154541,0.0,0.0,0.0
1942,8.1739735981166,8.0185795,8.328686,8.118394888045083,8.079915,8.158743,0.0,0.0,0.0
1943,8.177340681178942,8.021839,8.331882,8.122575317956535,8.084076,8.162944,0.0,0.0,0.0
1944,8.182962644688553,8.027838,8.336821,8.12675574786799,8.088237,8.167145,0.0,0.0,0.0
1945,8.18635505934032,8.031688,8.340556,8.130936177779446,8.092397,8.171346,0.0,0.0,0.0
1946,8.190489174260652,8.03618,8.34407,8.1351166076909,8.096558,8.175548,0.0,0.0,0.0
1947,8.194872250373049,8.041125,8.348316,8.139297037602354,8.1007185,8.179749,0.0,0.0,0.0
1948,8.196600332829208,8.042828,8.349536,8.14347746751381,8.104879,8.183949,0.0,0.0,0.0
1949,8.200963291931727,8.048333,8.353168,8.147657897425264,8.109039,8.188151,0.0,0.0,0.0
1950,8.206828489487071,8.053142,8.35902,8.15183832733672,8.1132,8.192352,0.0,0.0,0.0
1951,8.208835157261914,8.055162,8.3602705,8.156018757248173,8.117361,8.196553,0.0,0.0,0.0
1952,8.212006042469477,8.05953,8.363108,8.160199187159627,8.121522,8.200754,0.0,0.0,0.0
1953,8.213418489884335,8.061042,8.363767,8.164379617071084,8.125682,8.204956,0.0,0.0,0.0
1954,8.217086509067476,8.063601,8.367544,8.168560046982538,8.129843,8.209157,0.0,0.0,0.0
1955,8.223190369384332,8.070688,8.37304,8.172740476893994,8.134004,8.213358,0.0,0.0,0.0
1956,8.226811508195532,8.073553,8.377429,8.176920906805448,8.138164,8.21756,0.0,0.0,0.0
1957,8.231163841942461,8.076025,8.382901,8.181101336716903,8.142324,8.221761,0.0,0.0,0.0
1958,8.235675129246363,8.080795,8.386686,8.185281766628355,8.146485,8.225962,0.0,0.0,0.0
1959,8.240158273656137,8.084343,8.391688,8.189462196539811,8.150646,8.230163,0.0,0.0,0.0
1960,8.244824834510313,8.088578,8.396206,8.193642626451268,8.154806,8.2343645,0.0,0.0,0.0
1961,8.248527609552804,8.092685,8.400494,8.19782305636272,8.158967,8.238565,0.0,0.0,0.0
1962,8.25573547378143,8.100368,8.406754,8.202003486274172,8.163128,8.242766,0.0,0.0,0.0
1963,8.259308272939442,8.104751,8.409937,8.20618391618563,8.167288,8.246968,0.0,0.0,0.0
1964,8.265305648559922,8.10964,8.417485,8.210364346097085,8.171449,8.251169,0.0,0.0,0.0
1965,8.270306217003284,8.114569,8.422569,8.21454477600854,8.17561,8.25537,0.0,0.0,0.0
1966,8.275485351661697,8.118528,8.429635,8.218725205919993,8.17977,8.259571,0.0,0.0,0.0
1967,8.278047004374738,8.120863,8.43237,8.222905635831449,8.18393,8.263773,0.0,0.0,0.0
1968,8.278902784407808,8.121515,8.433416,8.227086065742904,8.188091,8.267974,0.0,0.0,0.0
1969,8.27971044641431,8.122251,8.434181,8.23126649565436,8.192252,8.272175,0.0,0.0,0.0
1970,8.282229197813752,8.124152,8.437471,8.235446925565814,8.196413,8.276377,0.0,0.0,0.0
1971,8.286319873855513,8.128816,8.441728,8.23962735547727,8.200573,8.280578,0.0,0.0,0.0
1972,8.289867330759886,8.132075,8.444895,8.243807785388723,8.204734,8.284779,0.0,0.0,0.0
1973,8.293546674517426,8.135627,8.448907,8.247988215300177,8.208895,8.28898,0.0,0.0,0.0
1974,8.297288590733238,8.13903,8.453759,8.252168645211633,8.213055,8.293181,0.0,0.0,0.0
1975,8.299813683802917,8.142117,8.455487,8.256349075123087,8.217216,8.297382,0.0,0.0,0.0
1976,8.304257462466545,8.14529,8.460514,8.260529505034544,8.221376,8.301583,0.0,0.0,0.0
1977,8.308119251766573,8.148624,8.465101,8.264709934945996,8.225537,8.305785,0.0,0.0,0.0
1978,8.311950439436375,8.153411,8.468407,8.26889036485745,8.229697,8.309986,0.0,0.0,0.0
1979,8.316981001974636,8.158363,8.474709,8.273070794768906,8.233858,8.314187,0.0,0.0,0.0
1980,8.319395868221902,8.15983,8.47785,8.277251224680363,8.238019,8.318388,0.0,0.0,0.0
1981,8.321961258871251,8.163009,8.479509,8.281431654591815,8.242179,8.32259,0.0,0.0,0.0
1982,8.326227838591956,8.167832,8.482991,8.285612084503269,8.24634,8.326791,0.0,0.0,0.0
1983,8.331361514274702,8.171781,8.489074,8.289792514414723,8.250501,8.330992,0.0,0.0,0.0
1984,8.33256030153263,8.173081,8.489947,8.293972944326178,8.254662,8.335194,0.0,0.0,0.0
1985,8.336200407742385,8.177036,8.4932995,8.298153374237636,8.2588215,8.339395,0.0,0.0,0.0
1986,8.340959002101924,8.181691,8.498056,8.30233380414909,8.262982,8.3435955,0.0,0.0,0.0
1987,8.347686644104853,8.189319,8.504614,8.306514234060543,8.267143,8.347796,0.0,0.0,0.0
1988,8.352193213006993,8.193831,8.508664,8.310694663971999,8.271304,8.351998,0.0,0.0,0.0
1989,8.357198157865026,8.198897,8.51441,8.314875093883453,8.275464,8.356199,0.0,0.0,0.0
1990,8.363346797292426,8.203882,8.521325,8.319055523794908,8.279625,8.3604,0.0,0.0,0.0
1991,8.368038447973394,8.207694,8.5261,8.323235953706364,8.283786,8.364602,0.0,0.0,0.0
1992,8.37006411780703,8.210175,8.527741,8.32741638361782,8.287946,8.368803,0.0,0.0,0.0
1993,8.374719806720345,8.214308,8.533222,8.331596813529272,8.292107,8.373004,0.0,0.0,0.0
1994,8.379355510876145,8.219425,8.537619,8.335777243440727,8.2962675,8.377205,0.0,0.0,0.0
1995,8.381319125597265,8.221764,8.53888,8.339957673352183,8.300428,8.381407,0.0,0.0,0.0
1996,8.38518395995395,8.226177,8.542226,8.344138103263637,8.304588,8.385608,0.0,0.0,0.0
1997,8.392111072200608,8.233573,8.549096,8.34831853317509,8.308749,8.389809,0.0,0.0,0.0
1998,8.397628770661054,8.238436,8.554082,8.352498963086548,8.31291,8.394011,0.0,0.0,0.0
1999,8.402119919637233,8.24263,8.5587435,8.356679392998002,8.31707,8.3982115,0.0,0.0,0.0
2000,8.405747539118789,8.246682,8.562012,8.360859822909458,8.321231,8.402412,0.0,0.0,0.0
2001,8.408756511869694,8.250351,8.564819,8.36504025282091,8.325392,8.406613,0.0,0.0,0.0
2002,8.410736034256248,8.251869,8.566263,8.369220682732367,8.329553,8.410815,0.0,0.0,0.0
2003,8.413554244003992,8.255443,8.570092,8.37340111264382,8.333713,8.415016,0.0,0.0,0.0
2004,8.418315188575722,8.260398,8.574963,8.377581542555273,8.337873,8.419217,0.0,0.0,0.0
2005,8.423670421717652,8.265044,8.580589,8.381761972466728,8.342034,8.423418,0.0,0.0,0.0
2006,8.426390146142985,8.267855,8.583973,8.385942402378186,8.346195,8.42762,0.0,0.0,0.0
2007,8.431636731321676,8.272102,8.590258,8.390122832289638,8.350355,8.431821,0.0,0.0,0.0
2008,8.43702447279905,8.277278,8.596922,8.394303262201095,8.354516,8.436022,0.0,0.0,0.0
2009,8.441777021095062,8.281621,8.601573,8.39848369211255,8.358677,8.440224,0.0,0.0,0.0
2010,8.446235942565583,8.285616,8.606372,8.402664122024001,8.362837,8.444425,0.0,0.0,0.0
2011,8.449726319859648,8.289754,8.609447,8.406844551935457,8.366998,8.448626,0.0,0.0,0.0
2012,8.454122510990521,8.293962,8.612617,8.41102498184691,8.371159,8.4528265,0.0,0.0,0.0
2013,8.457778368370143,8.296884,8.616342,8.415205411758368,8.3753195,8.457028,0.0,0.0,0.0
2014,8.459769673714819,8.298402,8.618398,8.419385841669822,8.379479,8.461229,0.0,0.0,0.0
2015,8.467028563397122,8.306443,8.6260195,8.423566271581274,8.38364,8.46543,0.0,0.0,0.0
2016,8.469263281858579,8.308619,8.62777,8.427746701492733,8.387801,8.469632,0.0,0.0,0.0
2017,8.472119132189901,8.312372,8.630211,8.431927131404185,8.391961,8.473833,0.0,0.0,0.0
2018,8.476278009663178,8.3168335,8.634409,8.43610756131564,8.396122,8.478034,0.0,0.0,0.0
2019,8.480501609089295,8.320237,8.639305,8.440287991227095,8.400283,8.482235,0.0,0.0,0.0
2020,8.4837202328465,8.324073,8.641392,8.44446842113855,8.404444,8.486437,0.0,0.0,0.0
2021,8.48750002850631,8.327788,8.64531,8.448648851050004,8.408604,8.490638,0.0,0.0,0.0
2022,8.49246141657619,8.332227,8.651016,8.452829280961458,8.412765,8.494839,0.0,0.0,0.0
2023,8.494826963163398,8.334275,8.654085,8.457009710872912,8.416925,8.499041,0.0,0.0,0.0
2024,8.499352319880293,8.338236,8.6586685,8.46119014078437,8.421086,8.503242,0.0,0.0,0.0
2025,8.502922747243701,8.341623,8.662947,8.465370570695821,8.425246,8.507442,0.0,0.0,0.0
2026,8.505512989821462,8.344601,8.665399,8.469551000607277,8.429407,8.511643,0.0,0.0,0.0
2027,8.507279288194116,8.34557,8.667516,8.473731430518734,8.433568,8.515845,0.0,0.0,0.0
2028,8.510582278498081,8.349137,8.67101,8.477911860430188,8.437728,8.520046,0.0,0.0,0.0
2029,8.517950234990593,8.356899,8.678884,8.482092290341642,8.441889,8.524247,0.0,0.0,0.0
2030,8.523495758989496,8.361818,8.683861,8.4862727202531,8.44605,8.528449,0.0,0.0,0.0
2031,8.528974239435346,8.368241,8.6888895,8.490453150164551,8.450211,8.53265,0.0,0.0,0.0
2032,8.534922788459845,8.37579,8.693237,8.494633580076007,8.4543705,8.536851,0.0,0.0,0.0
2033,8.539893970191008,8.37954,8.699675,8.49881400998746,8.458531,8.541052,0.0,0.0,0.0
2034,8.543675498881964,8.382218,8.703376,8.502994439898917,8.462692,8.545254,0.0,0.0,0.0
2035,8.552296712143718,8.390867,8.711902,8.507174869810369,8.466852,8.549455,0.0,0.0,0.0
2036,8.55758591328684,8.395313,8.717975,8.511355299721824,8.471013,8.553656,0.0,0.0,0.0
2037,8.560775579869322,8.397741,8.72173,8.515535729633282,8.475174,8.5578575,0.0,0.0,0.0
2038,8.565696798129323,8.403831,8.726113,8.519716159544734,8.479335,8.562058,0.0,0.0,0.0
2039,8.571859600907697,8.412024,8.73133,8.523896589456191,8.483495,8.566259,0.0,0.0,0.0
2040,8.576118263147873,8.416575,8.7356415,8.528077019367645,8.487656,8.57046,0.0,0.0,0.0
2041,8.579847306017,8.41943,8.738388,8.532257449279099,8.4918165,8.574662,0.0,0.0,0.0
2042,8.584326318458498,8.424538,8.743315,8.53643787919055,8.495977,8.578863,0.0,0.0,0.0
2043,8.589431383485516,8.429936,8.74817,8.540618309102008,8.500137,8.583064,0.0,0.0,0.0
2044,8.595994752052915,8.437132,8.753421,8.544798739013462,8.504298,8.587266,0.0,0.0,0.0
2045,8.600516893685763,8.442193,8.75811,8.548979168924918,8.508459,8.591467,0.0,0.0,0.0
2046,8.605448625042554,8.446697,8.762203,8.553159598836373,8.512619,8.595668,0.0,0.0,0.0
2047,8.609977491019,8.452599,8.767321,8.557340028747827,8.51678,8.599869,0.0,0.0,0.0
2048,8.61668587521295,8.45822,8.776054,8.561520458659283,8.520941,8.604071,0.0,0.0,0.0
2049,8.62158147871481,8.46218,8.780959,8.565700888570737,8.525102,8.608272,0.0,0.0,0.0
2050,8.626663642123278,8.467147,8.786803,8.569881318482192,8.529262,8.612473,0.0,0.0,0.0
2051,8.630838219313008,8.470351,8.791906,8.574061748393644,8.533422,8.616674,0.0,0.0,0.0
2052,8.63651664452991,8.476367,8.796596,8.5782421783051,8.537583,8.620875,0.0,0.0,0.0
2053,8.640439998154115,8.480996,8.800285,8.582422608216556,8.541743,8.625076,0.0,0.0,0.0
2054,8.643887489333796,8.484162,8.803981,8.58660303812801,8.545904,8.629277,0.0,0.0,0.0
2055,8.649446353173946,8.489578,8.809619,8.590783468039465,8.550065,8.633479,0.0,0.0,0.0
2056,8.653151895907904,8.493624,8.812146,8.594963897950919,8.554226,8.63768,0.0,0.0,0.0
2057,8.655947791978138,8.497191,8.814513,8.599144327862374,8.558386,8.641881,0.0,0.0,0.0
2058,8.662954922450433,8.502988,8.82298,8.603324757773832,8.562547,8.646083,0.0,0.0,0.0
2059,8.667914875215422,8.508511,8.827613,8.607505187685286,8.566708,8.650284,0.0,0.0,0.0
2060,8.673417552050873,8.512892,8.833929,8.611685617596741,8.5708685,8.654485,0.0,0.0,0.0
2061,8.68166683035468,8.522766,8.842145,8.615866047508193,8.575028,8.658686,0.0,0.0,0.0
2062,8.685613747645217,8.526415,8.845801,8.620046477419653,8.579189,8.662888,0.0,0.0,0.0
2063,8.69307201839703,8.533711,8.8545885,8.624226907331103,8.58335,8.6670885,0.0,0.0,0.0
2064,8.695684354997054,8.536404,8.856735,8.628407337242558,8.58751,8.671289,0.0,0.0,0.0
2065,8.697622303017052,8.537807,8.85901,8.632587767154014,8.591671,8.675491,0.0,0.0,0.0
2066,8.700310441319203,8.541061,8.861103,8.63676819706547,8.595832,8.679692,0.0,0.0,0.0
2067,8.7076177159854,8.548346,8.867872,8.640948626976924,8.599993,8.683893,0.0,0.0,0.0
2068,8.71221052060173,8.553085,8.873641,8.64512905688838,8.604153,8.688094,0.0,0.0,0.0
2069,8.71456417430324,8.555109,8.87548,8.649309486799833,8.608314,8.692296,0.0,0.0,0.0
2070,8.717878776077265,8.558047,8.879117,8.653489916711285,8.612474,8.696497,0.0,0.0,0.0
2071,8.724045151043887,8.565753,8.884455,8.657670346622742,8.616634,8.700698,0.0,0.0,0.0
2072,8.728431505009178,8.569852,8.888939,8.661850776534198,8.620795,8.704899,0.0,0.0,0.0
2073,8.73530480801003,8.576185,8.8957205,8.66603120644565,8.624956,8.709101,0.0,0.0,0.0
2074,8.739921484473486,8.580268,8.90106,8.670211636357106,8.629117,8.713302,0.0,0.0,0.0
2075,8.74177806536398,8.582551,8.902681,8.67439206626856,8.633277,8.717503,0.0,0.0,0.0
2076,8.744923874745059,8.585651,8.905208,8.678572496180015,8.637438,8.7217045,0.0,0.0,0.0
2077,8.74847810783952,8.58816,8.909486,8.682752926091467,8.641599,8.725905,0.0,0.0,0.0
2078,8.753864751023192,8.595253,8.91287,8.686933356002925,8.64576,8.730106,0.0,0.0,0.0
2079,8.757419307891526,8.597566,8.918123,8.69111378591438,8.6499195,8.734307,0.0,0.0,0.0
2080,8.76232811076537,8.603104,8.92247,8.695294215825836,8.65408,8.738509,0.0,0.0,0.0
2081,8.767814853123022,8.607892,8.92843,8.699474645737286,8.658241,8.74271,0.0,0.0,0.0
2082,8.772334894359984,8.612889,8.932003,8.703655075648744,8.662401,8.746911,0.0,0.0,0.0
2083,8.778156660743521,8.618702,8.937822,8.7078355055602,8.666562,8.751113,0.0,0.0,0.0
2084,8.781029497431254,8.622358,8.940337,8.712015935471651,8.670723,8.755314,0.0,0.0,0.0
2085,8.78694979742414,8.628581,8.946548,8.716196365383107,8.674884,8.759515,0.0,0.0,0.0
2086,8.79102219070321,8.633314,8.949655,8.72037679529456,8.679044,8.763716,0.0,0.0,0.0
2087,8.793963466291581,8.636739,8.951658,8.724557225206016,8.683205,8.767918,0.0,0.0,0.0
2088,8.797149493126907,8.642029,8.953849,8.728737655117472,8.687366,8.772119,0.0,0.0,0.0
2089,8.801104509921148,8.644895,8.957891,8.732918085028926,8.691525,8.7763195,0.0,0.0,0.0
2090,8.803121359060828,8.647175,8.9600935,8.737098514940381,8.695686,8.780521,0.0,0.0,0.0
2091,8.8076043896648,8.652011,8.964698,8.741278944851837,8.699847,8.784722,0.0,0.0,0.0
2092,8.811416509542063,8.654509,8.969072,8.745459374763291,8.704008,8.788923,0.0,0.0,0.0
2093,8.814381849032177,8.657121,8.972246,8.749639804674747,8.708168,8.793124,0.0,0.0,0.0
2094,8.817832782596357,8.660044,8.975989,8.753820234586199,8.712329,8.797326,0.0,0.0,0.0
2095,8.822035957983426,8.66467,8.980358,8.758000664497652,8.71649,8.801527,0.0,0.0,0.0
2096,8.827549335166344,8.669857,8.985101,8.762181094409108,8.720651,8.805728,0.0,0.0,0.0
2097,8.830557448494428,8.672552,8.988576,8.766361524320564,8.724811,8.80993,0.0,0.0,0.0
2098,8.832320700670873,8.673724,8.991522,8.77054195423202,8.7289715,8.814131,0.0,0.0,0.0
2099,8.834872451214382,8.675553,8.994656,8.774722384143473,8.733132,8.818332,0.0,0.0,0.0
2100,8.839164065901466,8.681506,8.9981785,8.778902814054925,8.737292,8.822533,0.0,0.0,0.0
2101,8.840915853095115,8.682883,9.000375,8.783083243966383,8.741453,8.826735,0.0,0.0,0.0
2102,8.844508243276692,8.686578,9.003493,8.787263673877838,8.745614,8.8309355,0.0,0.0,0.0
2103,8.847995683550149,8.690641,9.0070095,8.79144410378929,8.749775,8.835136,0.0,0.0,0.0
2104,8.852351414304025,8.695458,9.010839,8.79562453370075,8.753935,8.839338,0.0,0.0,0.0
2105,8.856730404079308,8.699954,9.015555,8.799804963612202,8.758096,8.843539,0.0,0.0,0.0
2106,8.860084930185865,8.703597,9.01818,8.803985393523657,8.762257,8.84774,0.0,0.0,0.0
2107,8.865630749419312,8.709704,9.023091,8.808165823435111,8.766417,8.851941,0.0,0.0,0.0
2108,8.869093551423678,8.713419,9.026164,8.812346253346567,8.770577,8.856143,0.0,0.0,0.0
2109,8.872495153664788,8.716072,9.030347,8.816526683258019,8.774738,8.860344,0.0,0.0,0.0
2110,8.87743654346635,8.720004,9.036956,8.820707113169476,8.778899,8.864545,0.0,0.0,0.0
2111,8.884115512093432,8.726934,9.043922,8.82488754308093,8.783059,8.868747,0.0,0.0,0.0
2112,8.88741791392323,8.730107,9.047572,8.829067972992386,8.78722,8.872948,0.0,0.0,0.0
2113,8.892488433289767,8.734761,9.052774,8.833248402903841,8.791381,8.877149,0.0,0.0,0.0
2114,8.898124517895731,8.741174,9.05856,8.837428832815295,8.795542,8.88135,0.0,0.0,0.0
2115,8.901176940425053,8.743825,9.061605,8.84160926272675,8.799702,8.885551,0.0,0.0,0.0
2116,8.906760942772275,8.748601,9.068636,8.845789692638201,8.803863,8.889752,0.0,0.0,0.0
2117,8.911606751914999,8.753563,9.073727,8.849970122549658,8.808023,8.893953,0.0,0.0,0.0
2118,8.916884463566658,8.758025,9.079552,8.854150552461114,8.812183,8.898155,0.0,0.0,0.0
2119,8.92235025589304,8.763253,9.086502,8.858330982372566,8.816344,8.902356,0.0,0.0,0.0
2120,8.930599455264081,8.771762,9.093674,8.862511412284022,8.820505,8.906557,0.0,0.0,0.0
2121,8.934942285079334,8.7750845,9.098611,8.866691842195477,8.824666,8.910758,0.0,0.0,0.0
2122,8.940598393219346,8.779452,9.105271,8.870872272106933,8.828826,8.91496,0.0,0.0,0.0
2123,8.94756278150603,8.787053,9.112855,8.875052702018385,8.832987,8.919161,0.0,0.0,0.0
2124,8.949830234472616,8.789985,9.114369,8.879233131929844,8.837148,8.923362,0.0,0.0,0.0
2125,8.956988898872181,8.797667,9.121017,8.883413561841298,8.841308,8.927564,0.0,0.0,0.0
2126,8.959644280774244,8.800094,9.123486,8.88759399175275,8.8454685,8.931765,0.0,0.0,0.0
2127,8.963006731749342,8.804257,9.125889,8.891774421664206,8.849629,8.935966,0.0,0.0,0.0
2128,8.965719110809854,8.806942,9.129279,8.895954851575661,8.85379,8.940166,0.0,0.0,0.0
2129,8.968864581742396,8.809801,9.1319895,8.900135281487117,8.85795,8.944368,0.0,0.0,0.0
2130,8.972876024478294,8.814792,9.135247,8.904315711398569,8.862111,8.948569,0.0,0.0,0.0
2131,8.975312115553853,8.817471,9.137245,8.908496141310025,8.866272,8.95277,0.0,0.0,0.0
2132,8.982505474041725,8.825563,9.143657,8.91267657122148,8.870433,8.956972,0.0,0.0,0.0
2133,8.987679341521607,8.831007,9.149258,8.916857001132936,8.874593,8.961173,0.0,0.0,0.0
2134,8.991936052887372,8.836546,9.152446,8.921037431044388,8.878754,8.965374,0.0,0.0,0.0
2135,8.99797412834264,8.843368,9.157596,8.925217860955845,8.882915,8.969575,0.0,0.0,0.0
2136,9.000358258765372,8.845899,9.160181,8.9293982908673,8.887074,8.973777,0.0,0.0,0.0
2137,9.005743526573532,8.850249,9.165942,8.933578720778753,8.891235,8.977978,0.0,0.0,0.0
2138,9.009526359329152,8.854907,9.168831,8.937759150690205,8.895396,8.982179,0.0,0.0,0.0
2139,9.013707095661735,8.858678,9.17347,8.94193958060166,8.899557,8.98638,0.0,0.0,0.0
2140,9.014484409553155,8.859671,9.174108,8.946120010513116,8.903717,8.9905815,0.0,0.0,0.0
2141,9.018505080732021,8.863098,9.177518,8.950300440424574,8.907878,8.994782,0.0,0.0,0.0
2142,9.023283840661799,8.867606,9.1826935,8.954480870336024,8.912039,8.998983,0.0,0.0,0.0
